name,price,bedroom_count,bathroom_count,price_per_m2,type,land_area,building_area,interior,floor_count,parking_spaces,construction_date,listing_date,latitude,longitude,map_link,developer,url_link
Rumah modern dikawasan super block,1200000000,3,2,13.333.333,Rumah Dijual,69,90,Tak Berperabot,,2,,2022-07-04,-6.367401,106.65508,"https://maps.google.com/maps?ll=-6.367401,106.65508&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-modern-dikawasan-super-block-oleh-sri-radonna-sinaga-17907676
Jakarta Garden City,3800000000,4,4,30.158.730,Rumah Dijual,146,126,Tak Berperabot,,2,2022-12-01,2022-06-19,-6.178585,106.95334,"https://maps.google.com/maps?ll=-6.178585,106.95334&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",PT Modernland Realty Tbk,https://www.rumah.com/listing-properti/dijual-jakarta-garden-city-oleh-meliana-20192028
Wisteria,2000000000,3,3,23.809.524,Rumah Dijual,79,84,Tak Berperabot,,2,,2022-07-04,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-wisteria-oleh-maria-20174068
Cilincing,3600000000,4,3,20.111.732,Rumah Dijual,182,179,Tak Berperabot,,1,,2022-06-26,0.7893,113.9213,"https://maps.google.com/maps?ll=0.7893,113.9213&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-cilincing-oleh-lien-19849131
Cilincing Townhouse,933000000,3,2,13.328.571,Rumah Dijual,73,70,Tak Berperabot,,1,,2022-07-08,-6.137187,106.935938,"https://maps.google.com/maps?ll=-6.137187,106.935938&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-cilincing-townhouse-oleh-widi-ispiono-19703224
Dijual Rumah Cilincing,2800000000,6,3,7.909.605,Rumah Dijual,154,354,,,,,2022-06-26,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cilincing-oleh-johan-20010579
Cilincing Jakarta Utara,3000000000,6,3,8.474.576,Rumah Dijual,154,354,,,6,,2022-06-26,0.7893,113.9213,"https://maps.google.com/maps?ll=0.7893,113.9213&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-cilincing-jakarta-utara-oleh-ami-20118762
"Cilincing, Jakarta Utara",1450000000,2,2,22.307.692,Rumah Dijual,90,65,,,,,2022-06-10,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-cilincing-jakarta-utara-oleh-obbie-20178989
Rumah termurah cilincing jakarta utara,415000000,2,1,10.375.000,Rumah Dijual,35,40,Tak Berperabot,,,,2022-07-05,,,,,https://www.rumah.com/listing-properti/dijual-rumah-termurah-cilincing-jakarta-utara-oleh-hudiyono-w-eri-19392494
Semper Barat Cilincing Jakarta Utara,2800000000,6,3,7.909.605,Rumah Dijual,154,354,,,6,,2022-06-12,0.7893,113.9213,"https://maps.google.com/maps?ll=0.7893,113.9213&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-semper-barat-cilincing-jakarta-utara-oleh-iin-maria-19585816
Perumahan Cluster Cilincing di Jakarta Utara,440000000,2,1,11.000.000,Rumah Dijual,35,40,Tak Berperabot,,1,,2022-06-26,-6.106328,106.941763,"https://maps.google.com/maps?ll=-6.106328,106.941763&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-perumahan-cluster-cilincing-di-jakarta-utara-oleh-farida-dwi-astuti-19988655
Rumah Usaha 1. 001 m2 Jl Cilincing baru,3600000000,10,10,3.596.404,Rumah Dijual,800,1001,,,10,,2022-07-09,0.7893,113.9213,"https://maps.google.com/maps?ll=0.7893,113.9213&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-usaha-1-001-m2-jl-cilincing-baru-oleh-afung-19434480
Perumahan pelindo 2 cilincing marunda jakarta utara,950000000,2,1,10.555.556,Rumah Dijual,65,90,,,,,2022-06-26,0.7893,113.9213,"https://maps.google.com/maps?ll=0.7893,113.9213&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-perumahan-pelindo-2-cilincing-marunda-jakarta-utara-oleh-rita-yp-18692998
Dijual Rumah Minicluster Cilincing di Jakarta Utara,440000000,2,1,11.000.000,Rumah Dijual,35,40,Tak Berperabot,,1,,2022-06-19,-6.106328,106.941763,"https://maps.google.com/maps?ll=-6.106328,106.941763&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-minicluster-cilincing-di-jakarta-utara-oleh-farida-dwi-astuti-19729177
Rumah Ass Shiddiq berdekat Cilincing Jakarta utara,489000000,2,1,7.409.091,Rumah Dijual,30,66,Tak Berperabot,,1,,2022-06-19,0.7893,113.9213,"https://maps.google.com/maps?ll=0.7893,113.9213&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-ass-shiddiq-berdekat-cilincing-jakarta-utara-oleh-muh-dahlan-20203353
Rumah di marunda baru jakarta utara cilincing,800000000,3,2,6.666.667,Rumah Dijual,110,120,Tak Berperabot,,1,,2022-06-12,,,,,https://www.rumah.com/listing-properti/dijual-rumah-di-marunda-baru-jakarta-utara-cilincing-oleh-hafiy-19712094
Jual Bu rumah siap huni cilincing jakarta utara,850000000,5,3,8.333.333,Rumah Dijual,140,102,Tak Berperabot,,1,,2022-07-06,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-jual-bu-rumah-siap-huni-cilincing-jakarta-utara-oleh-lina-20161183
Cluster Dekat Pintu Tol Cibitung - Cilincing Bawa Hoki,350000000,2,1,5.833.333,Rumah Dijual,36,60,Tak Berperabot,,1,,2022-07-08,-6.218687,107.069063,"https://maps.google.com/maps?ll=-6.218687,107.069063&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-cluster-dekat-pintu-tol-cibitung-cilincing-bawa-hoki-oleh-abdul-roby-19368058
Dijual cepat jalan marunda baru cilincing jakarta utara,900000000,3,3,10.714.286,Rumah Dijual,160,84,Sebagian,,1,,2022-07-08,-6.113306,106.962424,"https://maps.google.com/maps?ll=-6.113306,106.962424&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-cepat-jalan-marunda-baru-cilincing-jakarta-utara-oleh-yenni-gosal-20312435
Dijual rumah imperial gading sukapura cilincing jakarya utara,2500000000,4,3,23.809.524,Rumah Dijual,140,105,Sebagian,,,,2022-07-03,,,,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-imperial-gading-sukapura-cilincing-jakarya-utara-oleh-andika-hartanto-19776222
Dijual rumah komplek beacukai sukapura cilincing jakarta utara,2700000000,5,3,11.894.273,Rumah Dijual,221,227,Sebagian,,2,,2022-07-03,,,,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-komplek-beacukai-sukapura-cilincing-jakarta-utara-oleh-andika-hartanto-19776066
Rumah baru modern minimalis di cilincing jakarta utara,305000000,1,1,10.892.857,Rumah Dijual,25,28,Tak Berperabot,,,,2022-07-03,-6.127098,106.929958,"https://maps.google.com/maps?ll=-6.127098,106.929958&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-baru-modern-minimalis-di-cilincing-jakarta-utara-oleh-ihsan-abdul-yaman-20211228
Dijual rumah imperial gading sukapura cilincing jakarya utara,2500000000,4,3,23.809.524,Rumah Dijual,140,105,Sebagian,,1,,2022-06-19,,,,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-imperial-gading-sukapura-cilincing-jakarya-utara-oleh-yenni-gosal-18966114
Rumah Usaha Strategis di Jalan Raya Area Cilincing,3850000000,4,3,10.694.444,Rumah Dijual,250,360,Sebagian,,1,,2022-06-12,,,,,https://www.rumah.com/listing-properti/dijual-rumah-usaha-strategis-di-jalan-raya-area-cilincing-oleh-jopie-hori-19075170
"Di Jual Rumah Di Gading Griya, Cilincing, Jakarta Utara",2500000000,3,2,13.888.889,Rumah Dijual,125,180,Tak Berperabot,,1,,2022-06-10,,,,,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-di-gading-griya-cilincing-jakarta-utara-oleh-singgih-18697243
Dijual rumah komplek beacukai sukapura cilincing jakarta utara,2700000000,5,3,11.894.273,Rumah Dijual,221,227,Sebagian,,2,,2022-06-10,,,,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-komplek-beacukai-sukapura-cilincing-jakarta-utara-oleh-yenni-gosal-19283594
"DIJUAL Rumah IImperial Gading Cluster St. Peter, Sukapura, Cilincing",2700000000,4,3,21.951.220,Rumah Dijual,230,123,Lengkap,,1,,2022-07-08,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-iimperial-gading-cluster-st-peter-sukapura-cilincing-oleh-viany-20315775
"Rumah Dijual Jakarta Garden City , JL Cakung Cilincing KM 0, 5 Cakung",1785905000,3,2,23.812.067,Rumah Dijual,64,75,Tak Berperabot,,2,,2022-07-03,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-jakarta-garden-city-jl-cakung-cilincing-km-0-5-cakung-oleh-lastry-19722961
"DI JUAL rumah siap huni di kampung Rorotan, cilincing , Jakarta Utara.",1700000000,6,2,12.408.759,Rumah Dijual,140,137,,,,,2022-07-03,-6.121428,106.947666,"https://maps.google.com/maps?ll=-6.121428,106.947666&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-siap-huni-di-kampung-rorotan-cilincing-jakarta-utara-oleh-susy-bangun-19293049
Jual Cepat Rumah Murah Cluster Kirana Rorotan Allora Di Rorotan Cilincing,1850000000,3,1,9.068.627,Rumah Dijual,112,204,Tak Berperabot,,1,,2022-06-19,-6.133312,106.949813,"https://maps.google.com/maps?ll=-6.133312,106.949813&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-murah-cluster-kirana-rorotan-allora-di-rorotan-cilincing-oleh-nancy-19730332
Jual cepat rumah di bawah pasaran di Semper Cilincing Jakarta Utara,2800000000,6,2,7.909.605,Rumah Dijual,154,354,,,6,,2022-06-12,,,,,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-di-bawah-pasaran-di-semper-cilincing-jakarta-utara-oleh-lusia-ester-19593962
Di Jual rumah Jalan mataram komplek bea cukai cilincing jakarta utara,1500000000,3,2,15.151.515,Rumah Dijual,140,99,,,1,,2022-06-26,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-jalan-mataram-komplek-bea-cukai-cilincing-jakarta-utara-oleh-prin-sutrisno-20251097
"Subsidi rasa cluster siap huni lokasi strategis, deket tol cibitung cilincing",168000000,2,1,2.800.000,Rumah Dijual,27,60,Tak Berperabot,,1,,2022-06-26,,,,,https://www.rumah.com/listing-properti/dijual-subsidi-rasa-cluster-siap-huni-lokasi-strategis-deket-tol-cibitung-cilincing-oleh-tri-yanti-19346621
Rumah di jual di Jl Tipar selatan kel. Semper barat cilincing Jakarta Utara,325000000,1,1,9.848.485,Rumah Dijual,33,33,,,1,,2022-07-03,0.7893,113.9213,"https://maps.google.com/maps?ll=0.7893,113.9213&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-di-jual-di-jl-tipar-selatan-kel-semper-barat-cilincing-jakarta-utara-oleh-vera-angga-20035759
"Dijual rumah brand new dalam perumahan Gading Griya Residence, Sukapura, Cilincing, Jakarta Utara",1450000000,2,2,22.307.692,Rumah Dijual,90,65,Tak Berperabot,,,,2022-07-07,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-brand-new-dalam-perumahan-gading-griya-residence-sukapura-cilincing-jakarta-utara-oleh-nur-an-20155101
Rumah 2 lantai luas 7x11 type 3KT Perumahan Green Garden Cilincing Jakarta Utara,1470000000,3,2,19.090.909,Rumah Dijual,150,77,,,1,,2022-07-04,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-luas-7x11-type-3kt-perumahan-green-garden-cilincing-jakarta-utara-oleh-devi-alexandra-19824544
"Dijual Lahan dan bangunan rumah 2 lantai luas 21x46 1000m2, Cilincing Jakarta Utara",8000000000,3,2,8.000.000,Rumah Dijual,875,1000,,,,,2022-07-04,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-lahan-dan-bangunan-rumah-2-lantai-luas-21x46-1000m2-cilincing-jakarta-utara-oleh-devi-alexandra-20124359
"Kode: 17042(Dj), Rumah Dijual Cilincing, Hadap Barat Laut, Luas 8x18 meter(144 meter)",1600000000,2,2,11.111.111,Rumah Dijual,150,144,,,,,2022-07-03,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-kode-17042-dj-rumah-dijual-cilincing-hadap-barat-laut-luas-8x18-meter-144-meter-oleh-astrid-20107315
"Dijual rumah brand new dalam perumahan Gading Griya Residence, Sukapura, Cilincing, Jakarta Utara",1675000000,3,3,24.632.353,Rumah Dijual,90,68,Tak Berperabot,,1,,2022-07-03,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-brand-new-dalam-perumahan-gading-griya-residence-sukapura-cilincing-jakarta-utara-oleh-anna-20157677
"Dijual rumah brand new dalam perumahan Gading Griya Residence, Sukapura, Cilincing, Jakarta Utara",1450000000,2,2,22.307.692,Rumah Dijual,90,65,Tak Berperabot,,,,2022-07-03,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-brand-new-dalam-perumahan-gading-griya-residence-sukapura-cilincing-jakarta-utara-oleh-anna-20155129
"Dijual rumah brand new dalam perumahan Gading Griya Residence, Sukapura, Cilincing, Jakarta Utara",1675000000,3,3,24.632.353,Rumah Dijual,90,68,Tak Berperabot,,,,2022-07-03,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-brand-new-dalam-perumahan-gading-griya-residence-sukapura-cilincing-jakarta-utara-oleh-nur-an-20155114
"Dijual rumah kos- kosan ada 4 pintu Lokasi di Rorotan, Cilincing, Jakarta Utara.",1200000000,4,4,42.857.143,Rumah Dijual,21,28,,,,,2022-06-26,,,,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-kos-kosan-ada-4-pintu-lokasi-di-rorotan-cilincing-jakarta-utara-oleh-herni-listiana-19253088
di Jual Segera Rumah Murah 2 Lantai Dengan Luas 464m di Semper Timur Cilincing Jakarta Utara,2300000000,4,3,4.956.897,Rumah Dijual,275,464,Lengkap,,1,,2022-07-08,-6.121428,106.947666,"https://maps.google.com/maps?ll=-6.121428,106.947666&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-di-jual-segera-rumah-murah-2-lantai-dengan-luas-464m-di-semper-timur-cilincing-jakarta-utara-oleh-lolita-18618850
Jual Segera Rumah Murah Siap Huni Luas 84m di Cluster Ayana Rorotan Cilincing Jakarta Utara,870000000,3,1,10.357.143,Rumah Dijual,60,84,Sebagian,,1,,2022-07-10,-6.121428,106.947666,"https://maps.google.com/maps?ll=-6.121428,106.947666&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-jual-segera-rumah-murah-siap-huni-luas-84m-di-cluster-ayana-rorotan-cilincing-jakarta-utara-oleh-lolita-18581739
Dijual cepat Lokasi pinggir jalan raya rumah Bangunan Lama di Semper Barat Cilincing Jak Ut,2850000000,5,2,12.391.304,Rumah Dijual,139,230,Tak Berperabot,,1,,2022-07-03,,,,,https://www.rumah.com/listing-properti/dijual-dijual-cepat-lokasi-pinggir-jalan-raya-rumah-bangunan-lama-di-semper-barat-cilincing-jak-ut-oleh-elizabeth-suryani-elza-19371031
Jual Cepat Rumah Murah Siap Huni Luas 84m di Cluster Ayana Rorotan Cilincing Jakarta Utara,870000000,3,1,10.357.143,Rumah Dijual,60,84,Sebagian,,1,,2022-06-26,-6.121428,106.947666,"https://maps.google.com/maps?ll=-6.121428,106.947666&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-murah-siap-huni-luas-84m-di-cluster-ayana-rorotan-cilincing-jakarta-utara-oleh-lolita-18581724
Jual Cepat Rumah Terawat siap huni dengan Luas 79m type 3KT Malaka Rorotan Cilincing Jakarta Utara,1500000000,3,2,18.987.342,Rumah Dijual,150,79,,,1,,2022-07-08,-6.14686,106.953827,"https://maps.google.com/maps?ll=-6.14686,106.953827&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-terawat-siap-huni-dengan-luas-79m-type-3kt-malaka-rorotan-cilincing-jakarta-utara-oleh-lolita-18101741
Jual Cepat Rumah Murah 2 Lantai Siap Huni Type Allora Nusa Kirana Rorotan Cilincing Jakarta Utara,1490000000,3,3,9.197.531,Rumah Dijual,112,162,Tak Berperabot,,1,,2022-07-08,,,,,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-murah-2-lantai-siap-huni-type-allora-nusa-kirana-rorotan-cilincing-jakarta-utara-oleh-lolita-19940964
"Semper, Cilincing, Jakut",2800000000,5,3,7.909.605,Rumah Dijual,154,354,,,,,2022-06-19,-6.127272,106.929695,"https://maps.google.com/maps?ll=-6.127272,106.929695&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-semper-cilincing-jakut-oleh-lia-tasman-18010370
Jual Cepat Rumah Murah 2 Lantai Siap Huni Luas 124m Di Nusa Kirana Rorotan Cilincing Jakarta Utara,1190000000,3,3,9.596.774,Rumah Dijual,89,124,,,1,,2022-07-08,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-murah-2-lantai-siap-huni-luas-124m-di-nusa-kirana-rorotan-cilincing-jakarta-utara-oleh-lolita-19938684
Jual Cepat Rumah 2 Lantai Siap Huni Luas 72m Type 4KT Malaka Permai Rorotan Cilincing Jakarta Utara,800000000,4,2,11.111.111,Rumah Dijual,150,72,,,1,,2022-07-10,-6.121428,106.947666,"https://maps.google.com/maps?ll=-6.121428,106.947666&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-2-lantai-siap-huni-luas-72m-type-4kt-malaka-permai-rorotan-cilincing-jakarta-utara-oleh-lolita-19012388
Jual Cepat Rumah Murah Cantik Siap Huni 2 1⁄4 Lantai Semi Furnish di Green Garden Rorotan Cilincing,1250000000,4,4,12.755.102,Rumah Dijual,177,98,Sebagian,,1,,2022-07-03,-6.151445,106.950859,"https://maps.google.com/maps?ll=-6.151445,106.950859&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-murah-cantik-siap-huni-2-1-4-lantai-semi-furnish-di-green-garden-rorotan-cilincing-oleh-lolita-17093133
Jual Cepat Rumah Murah Siap Huni Luas 96m Type 3KT Cluster The Ayona Rorotan cilincing Jakarta utara,1100000000,3,2,11.458.333,Rumah Dijual,90,96,Sebagian,,1,,2022-06-12,-6.150919,106.957441,"https://maps.google.com/maps?ll=-6.150919,106.957441&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-murah-siap-huni-luas-96m-type-3kt-cluster-the-ayona-rorotan-cilincing-jakarta-utara-oleh-lolita-16891967
Jual Cepat Rumah Murah Siap Huni Luas 96m Type 3KT di Cluster The Ayona Rorotan Cilincing Jakarta ut,1100000000,3,2,11.458.333,Rumah Dijual,90,96,,,1,,2022-07-08,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-murah-siap-huni-luas-96m-type-3kt-di-cluster-the-ayona-rorotan-cilincing-jakarta-ut-oleh-lolita-20025493
"3 Bedrooms Rumah Cilincing, Jakarta Utara, DKI Jakarta",1150000000,3,2,8.712.121,Rumah Dijual,87,132,Tak Berperabot,,1,,2022-07-08,,,,,https://www.rumah.com/listing-properti/dijual-3-bedrooms-rumah-cilincing-jakarta-utara-dki-jakarta-oleh-irene-dwi-19516701
"4 Bedrooms Rumah Cilincing, Jakarta Utara, DKI Jakarta",1890000000,4,3,21.000.000,Rumah Dijual,200,90,,,,,2022-07-03,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-4-bedrooms-rumah-cilincing-jakarta-utara-dki-jakarta-oleh-vivi-j-20236858
"3 Bedrooms Rumah Cilincing, Jakarta Utara, DKI Jakarta",1350000000,3,2,13.917.526,Rumah Dijual,134,97,,,,,2022-06-26,,,,,https://www.rumah.com/listing-properti/dijual-3-bedrooms-rumah-cilincing-jakarta-utara-dki-jakarta-oleh-vivi-j-18681522
Rumah modern baru renovasi full 2 lantai Imperial gading pelindo 2,3300000000,5,4,27.500.000,Rumah Dijual,220,120,,,,,2022-07-10,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-modern-baru-renovasi-full-2-lantai-imperial-gading-pelindo-2-oleh-vivi-rusdiana-20279999
Parkspring Gading,1000000000,2,2,25.000.000,Rumah Dijual,56,40,Tak Berperabot,,1,,2022-07-07,-6.147113,106.941763,"https://maps.google.com/maps?ll=-6.147113,106.941763&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-parkspring-gading-oleh-andrie-dwiyanto-20309217
"RUMAH BAGUS, SIAP HUNI DI KIRANA ROROTAN LEGACY CLUSTER NORFOLK AREA JAKARTA UTARA",1850000000,4,,8.726.415,Rumah Dijual,254,212,,,,,2022-07-04,,,,,https://www.rumah.com/listing-properti/dijual-rumah-bagus-siap-huni-di-kirana-rorotan-legacy-cluster-norfolk-area-jakarta-utara-oleh-handoko-setiono-18830561
Jakarta Utara,410000000,2,1,6.833.333,Rumah Dijual,36,60,Tak Berperabot,,1,,2022-07-08,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-jakarta-utara-oleh-fakhri-al-mahdani-19998097
"RUMAH LINGKUNGAN ASRI LUAS 7, 3x17 m2 DI ROROTAN KIRANA LEGACY AREA JAKARTA UTARA",990000000,3,2,7.983.871,Rumah Dijual,148,124,,,,,2022-07-04,,,,,https://www.rumah.com/listing-properti/dijual-rumah-lingkungan-asri-luas-7-3x17-m2-di-rorotan-kirana-legacy-area-jakarta-utara-oleh-nining-bintoro-19614188
"Cluster Nordfolk, Kirana Rorotan Legancy",1150000000,3,3,9.274.194,Rumah Dijual,89,124,,,,,2022-07-09,,,,,https://www.rumah.com/listing-properti/dijual-cluster-nordfolk-kirana-rorotan-legancy-oleh-linda-cartie-16886038
Rumah Di Bawah Harga Pasar,2600000000,6,3,7.344.633,Rumah Dijual,154,354,,,6,,2022-07-08,,,,,https://www.rumah.com/listing-properti/dijual-rumah-di-bawah-harga-pasar-oleh-arnal-yustisia-17422715
gading griya,1900000000,4,3,21.111.111,Rumah Dijual,160,90,Tak Berperabot,,2,,2022-07-07,-6.147113,106.941763,"https://maps.google.com/maps?ll=-6.147113,106.941763&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-gading-griya-oleh-gideon-go-20302495
Parkspring,2281541259,4,3,28.519.266,Rumah Dijual,112,80,Tak Berperabot,,2,,2022-07-06,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-parkspring-oleh-erikcent-gunawan-20305275
Parkspring,1650492891,4,3,27.508.215,Rumah Dijual,91,60,Tak Berperabot,,1,,2022-07-06,-6.110166,106.944899,"https://maps.google.com/maps?ll=-6.110166,106.944899&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-parkspring-oleh-erikcent-gunawan-20305158
Parkspring,899000000,2,1,22.475.000,Rumah Dijual,56,40,Tak Berperabot,,1,,2022-07-06,-6.147113,106.941763,"https://maps.google.com/maps?ll=-6.147113,106.941763&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-parkspring-oleh-erikcent-gunawan-20304804
Dinual rumah BU daerah Marunda Jakarta Utara,900000000,2,2,10.714.286,Rumah Dijual,160,84,,,1,,2022-07-06,0.7893,113.9213,"https://maps.google.com/maps?ll=0.7893,113.9213&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dinual-rumah-bu-daerah-marunda-jakarta-utara-oleh-yeni-gaw-20301222
Jl. Tipar Cakung Semper Barat,2500000000,4,3,7.062.147,Rumah Dijual,154,354,,,6,,2022-07-05,0.7893,113.9213,"https://maps.google.com/maps?ll=0.7893,113.9213&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-jl-tipar-cakung-semper-barat-oleh-iwang-iwang-18264166
Rumah Di Kirana Rorotan Legacy Cluster Norfolk Area Jakarta Utara,1400000000,5,4,9.150.327,Rumah Dijual,122,153,,,,,2022-07-04,,,,,https://www.rumah.com/listing-properti/dijual-rumah-di-kirana-rorotan-legacy-cluster-norfolk-area-jakarta-utara-oleh-nining-bintoro-18002783
